42.3243,22.8806,23.0188
42.3243,22.8806,23.0188
44.1428,21.1439,22.8187
44.0189,22.9337,21.171
42.3333,21.1038,21.1768
38.8391,22.8229,23.0023
40.6114,21.1292,22.9381
40.6852,22.9505,21.3066
38.7584,21.1169,21.1368
35.1902,22.7658,22.8921
37.0433,21.0938,22.9834
37.0729,22.9001,21.1073
35.2497,21.1985,21.0911
31.6787,22.944,22.8267
33.3232,21.0959,22.7882
33.3825,22.943,21.18
31.6018,21.2712,21.0529
28.1433,22.9454,22.7833
29.8435,21.1571,22.7505
29.8492,22.886,21.1649
28.0261,21.0234,21.0037
24.6649,22.8799,22.9161
26.3273,21.2061,22.8953
26.3232,22.9049,21.1049
24.5806,21.1507,21.1294
21.1795,22.8991,22.8886
22.815,21.0094,22.859
22.8361,22.7898,21.1261
21.1553,21.0848,21.0874
17.5619,22.9558,22.9793
19.5315,21.0782,22.9608
19.4553,22.8608,21.1878
17.5194,21.0908,21.1954
14.0711,22.7607,22.9509
15.9079,21.0464,22.9312
15.7157,22.9104,21.1365
14.0116,21.0588,21.1406
10.5177,22.8835,22.8492
12.3393,21.0076,22.9947
12.3125,22.6521,21.1503
10.5,21.0552,21.1585
6.80352,22.9568,22.9491
8.63905,21.1434,22.9658
8.81036,22.8253,21.1
7.02548,21.0789,21.1365
5.14781,21.1247,22.6409
5.10733,22.9164,20.9975
42.3669,19.3531,22.8305
44.1407,17.7396,22.9651
44.1837,19.4646,21.1342
42.4541,17.6087,21.0865
38.9035,19.4352,22.9511
40.5718,17.6275,22.8359
40.6497,19.3832,21.0674
38.7734,17.691,21.148
35.2462,19.4214,22.8924
37.051,17.7278,22.871
37.0693,19.4393,21.1752
35.275,17.6509,21.1165
31.5078,19.4031,22.8456
33.5183,17.743,22.8438
33.4768,19.2911,21.0778
31.6376,17.5038,21.1227
28.071,19.4016,22.9377
29.948,17.5816,22.887
29.81,19.4661,21.086
28.13,17.6078,21.0859
24.6534,19.34,22.9047
26.3418,17.5769,22.9279
26.211,19.4629,21.0412
24.5883,17.6021,21.033
21.117,19.2691,22.795
22.7844,17.4404,22.7599
22.8029,19.3062,21.049
20.994,17.5591,20.9995
17.5778,19.2485,22.9114
19.4438,17.3889,22.7935
19.2258,19.3219,21.0729
17.5926,17.5631,21.0602
14.069,19.2079,22.9957
15.7902,17.5294,22.756
15.8005,19.4048,21.0741
14.0315,17.5859,21.1112
10.461,19.3006,22.8
12.2085,17.5412,22.8318
12.2378,19.4283,21.1188
10.4039,17.5383,21.0877
6.89901,19.3328,22.9698
8.68117,17.5625,22.8427
8.69072,19.3558,21.151
6.8727,17.4794,21.1121
5.18291,17.7241,22.861
5.2882,19.4138,20.9068
42.32,15.9882,22.8911
42.2972,14.1479,21.3096
38.7669,15.8081,22.8051
40.5112,14.0637,22.9602
40.5569,15.881,21.1214
38.9411,14.0591,21.0561
35.2566,15.833,22.8209
37.0639,14.0061,22.8197
37.0465,15.846,21.1361
35.2673,14.0563,21.0448
31.6294,15.8193,22.8782
33.5286,14.0381,22.8248
33.464,15.9204,21.1513
31.6014,14.0522,21.1536
28.1221,15.8529,22.8849
29.9385,14.0114,22.9624
29.9293,15.8375,21.1593
28.1713,14.0109,21.2721
24.6152,15.7833,22.6962
26.3964,13.9223,22.8745
26.4483,15.6606,21.0911
24.6904,13.9318,21.0669
21.1632,15.6328,22.8677
22.9147,13.8082,22.8453
22.767,15.7044,21.0033
21.1442,13.9033,21.0252
